"id","cislo","nazev","obec","km","ha","typ","region"
"57538","451012","CIDLINA 7","Nová Paka","","12","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57563","451804","Č.Kostelec (malá voda)","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2011","451013","DĚDINA 1","Třebechovice pod Orebem","14","6","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2012","451014","DOUBRAVA 3","Ronov nad Doubravou","12","14","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2013","451015","DOUBRAVA 4","Běstvina","1","10","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2014","451 016","DOUBRAVA 7","Krucemburk","","2","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57558","451756","Dymlov","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2015","451092","HOLICKO","Holice","","1","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57564","451809","Hostinné (malá voda)","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57535","4510091","Huryąák I","Nový Bydľov","","1","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2025","451024","JAVORKA 1","Ostroměř","18","17","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57554","451724","Javorka 1 (malá voda Ostroměř)","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57539","451025","JAVORKA 2","Lázně Bělohrad","","7","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57549","451201","Jevíčka 1 A","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2026","451088","JIZERA 12","Jilemnice","","3","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57540","451027","JIZERA 8","Turnov","5","25","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57545","4510731","Kamenná ľabka","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57562","451785","Koą»álov (malá voda) ( podrevír neuveden )","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57551","451392","Kravín","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57546","4510881","Kruh","Jilemnice","","2","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2027","451029","LABE 26","Řečany nad Labem","11","74","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2028","451030","LABE 27","Přelouč","26","274","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57555","451730","Labe 27 A","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2030","451031","LABE 28","Pardubice","6","78","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2031","451032","LABE 29","Pardubice","7","51","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2032","451033","LABE 30","Pardubice","14","361","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2033","451034","LABE 31","Hradec Králové","15","327","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2035","451035","LABE 32","Smiřice","5","24","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2037","451036","LABE 33","Jaroměř","10","19","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2039","451037","LABE 34","Jaroměř","8","10","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2041","451038","LABE 35","Dvůr Králové nad Labem","10","23","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2042","451039","LABE 36","Dvůr Králové nad Labem","6","40","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2043","451040","LABE 38","Vrchlabí","","3","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2044","451041","LE®ÁK (HOLETÍNKA) 2","Miřetice","","4","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57541","451042","LIBUŇKA 1","Turnov","","7","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57542","451043","LIBUŇKA 2","Jičín","","15","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2045","451044","LOUČNÁ 1","Pardubice","10","9","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2046","451045","LOUČNÁ 2","Moravany","11","10","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2047","451046","LOUČNÁ 3","Vysoké Mýto","17","15","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57420","00001234","Malá voda","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57556","451752","Malá voda (MO Kopidlno)","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2048","451091","MENDRIKA","Litomyąl","","2","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2049","451048","METUJE 1","Starý Ples","21","21","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2050","451049","METUJE 2","Nové Město nad Metují","14","15","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2052","451052","MRLINA 3","Východočeský ÚS","12","5","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2053","451053","NOVOHRADKA 1","Hrochův Týnec","11","8","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2054","451054","NOVOHRADKA 2","Chroustovice","15","7","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57441","08451102","Obora","Smiřice","","5","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57544","451057","OLE©KA 2","Nová Paka","","5","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57543","451056","OLE©NICE 2","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57533","451000","Oplatil","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2056","451058","ORLICE 1","Hradec Králové","8","42","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2058","451059","ORLICE 2","Třebechovice pod Orebem","12","42","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2060","451060","ORLICE 3","Týniątě nad Orlicí","16","30","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2061","451061","ORLICE DIVOKÁ 1","Lípa nad Orlicí","9","19","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2062","451062","ORLICE DIVOKÁ 2","Kostelec nad Orlicí","11","16","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2063","451090","ORLICE DIVOKÁ 6 - údolní nádrľ Pastviny","Východočeský ÚS","7","80","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2064","451063","ORLICE TICHÁ 1","Borohrádek","15","21","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2065","451064","ORLICE TICHÁ 2","Choceň","18","13","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2066","451089","ORLICE TICHÁ 8 A","Králíky","","6","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57567","451 764","Orličan - RMV MO Choceň","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57550","451365","Pekelský 1 A","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2059","451065","PEKELSKÝ POTOK 1","Ronov nad Doubravou","5","8","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57585","4530911","Peklo","Vamberk","","1","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2067","451067","PILNÍKOVSKÝ POTOK 3","Trutnov","","20","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57547","4510891","Poldr","Králíky","","1","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57559","451762","Přehrádky","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2068","451068","PSTRU®NÝ POTOK 1","Lipnice nad Sázavou","7","5","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57561","451776","Rosnička","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57573","4530231","Rosnička","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2070","451071","SÁZAVA 13","Havlíčkův Brod","27","73","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2071","451072","SÁZAVA 14","Havlíčkův Brod","","13","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2072","451073","SÁZAVA 15","Přibyslav","10","27","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2073","451047","SÁZAVKA","Habry","20","6","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57557","451753","Spálenec","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2074","451075","STĚNAVA 1","Broumov","","3","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57552","451395","STĚNAVA 2","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2076","451077","©LAPANKA 1","Havlíčkův Brod","19","16","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57578","4530461","Teplice nad Metují - malá voda","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2079","451079","TŘEBOVKA 1","Česká Třebová","","4","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2080","451080","TŘEBŮVKA 2","Východočeský ÚS","26","21","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2077","451078","TROTINA 1","Smiřice","14","4","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2078","451093","TROTINA 2","Smiřice","","26","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2069","451200","ÚDOLNÍ NÁDR® ROZKO©","Východočeský ÚS","","1080","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2081","451081","ÚPA 1","Jaroměř","9","10","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2082","451082","ÚPA 2","Česká Skalice","14","15","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2083","451083","ÚPA 3","Červený Kostelec","9","11","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2084","451084","ÚPA 4","Havlovice","13","15","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57574","4530232","Veselá 1","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57575","4530233","Veselá 2","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2057","451391","VI©ŇÁRY","Východočeský ÚS","","6","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57536","4510101","Volanice","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2085","451085","VOLE©KA 1","Koą»álov","","4","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57566","451949","Zákraví (malá voda)","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"57560","451763","Zámlyní - RMV MO Borohrádek","","","","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2086","451086","ZLATÝ POTOK 1","Opočno","18","6","kaprové","VĂ˝chodoÄŤeskĂ˝"
"2087","471001","BALATON 1 A","Vítkov","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2236","471155","BARTO©OVICKÝ POTOK 1 A","Bartoąovice","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2257","471180","BARTOVICE HRÁZKA 1 A","Ostrava","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2088","471002","BA©TICE 1 A","Frýdek-Místek","","32","kaprové","SevernĂ­ Morava a Slezsko"
"2089","471003","BEČVA 1","Přerov","11","36","kaprové","SevernĂ­ Morava a Slezsko"
"2090","471005","BEČVA 2","Přerov","12","33","kaprové","SevernĂ­ Morava a Slezsko"
"2091","471006","BEČVA 2 A","Přerov","","13","kaprové","SevernĂ­ Morava a Slezsko"
"2092","471007","BEČVA 3","Lipník nad Bečvou","8","23","kaprové","SevernĂ­ Morava a Slezsko"
"2093","471008","BEČVA 3 A","Lipník nad Bečvou","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2094","471009","BEČVA 4","Hranice na Moravě","11","35","kaprové","SevernĂ­ Morava a Slezsko"
"2095","471010","BEČVA 4 A","Hranice na Moravě","","25","kaprové","SevernĂ­ Morava a Slezsko"
"2264","471189","BEČVA 4 B","Hranice na Moravě","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2096","471011","BEČVA 5","Hustopeče nad Bečvou","12","16","kaprové","SevernĂ­ Morava a Slezsko"
"2097","471012","BEČVA 5 A","Hustopeče nad Bečvou","","72","kaprové","SevernĂ­ Morava a Slezsko"
"8383","471205","BEČVA 5 B - BAHŇÁK","Hustopeče nad Bečvou","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2098","471013","BEČVA 6","Choryně","5","13","kaprové","SevernĂ­ Morava a Slezsko"
"2099","471014","BEČVA 6 A","Choryně","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2100","471015","BEČVA 7","Valaąské Meziříčí","8","17","kaprové","SevernĂ­ Morava a Slezsko"
"2101","471016","BEČVA 7 A","Valaąské Meziříčí","","8","kaprové","SevernĂ­ Morava a Slezsko"
"2102","471017","BEČVA VSETÍNSKÁ 4 A","Vsetín","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2242","471163","BENÁTKY 1 A","©umperk","","1","kaprové","SevernĂ­ Morava a Slezsko"
"57609","471 004","BÍLÝ POTOK 1 A","Javorník","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2103","471018","BLATA 1","Tovačov","16","10","kaprové","SevernĂ­ Morava a Slezsko"
"2104","471019","BLATA 2","Olomouc","28","5","kaprové","SevernĂ­ Morava a Slezsko"
"57604","471226","BLATECKÝ MLÝN 1 A","Olomouc","","16","kaprové","SevernĂ­ Morava a Slezsko"
"2225","471143","BRAVANTICE 1 A","Bravantice","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2232","471150","BŘEZNÁ 1 A","Zábřeh na Moravě","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2105","471020","BUDI©OVKA 1 A","Vítkov","","12","kaprové","SevernĂ­ Morava a Slezsko"
"2247","471169","BUKOVÝ RYBNÍK 1 A","Bruntál","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2106","471021","BYSTŘICE HANÁCKÁ 1","Olomouc","10","5","kaprové","SevernĂ­ Morava a Slezsko"
"2107","471022","BYSTŘICE HANÁCKÁ 2 A","Velká Bystřice","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2108","471023","BYSTŘICE VALA©SKÁ 1 A","Vsetín","","19","kaprové","SevernĂ­ Morava a Slezsko"
"2115","471030","CHOMOUTOV 1 A","Olomouc","","88","kaprové","SevernĂ­ Morava a Slezsko"
"2109","471024","ČERNÝ POTOK 1 A","Bruntál","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2110","471025","ČI®INA 1 A","Krnov","10","21","kaprové","SevernĂ­ Morava a Slezsko"
"2111","471026","DESNÁ 1","©umperk","8","15","kaprové","SevernĂ­ Morava a Slezsko"
"2112","471027","DESNÁ 1 A","©umperk","","9","kaprové","SevernĂ­ Morava a Slezsko"
"57591","471210","DESNÁ 1 B","©umperk","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2113","471028","DUKELSKÉ NÁDR®E 1 A","Havířov","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2114","471029","HUSÍ POTOK 1 A","Fulnek","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2227","471145","JAMNÍK 1 A","Tísek","","1","kaprové","SevernĂ­ Morava a Slezsko"
"57592","471211","JAVORNÍK 1 A","Javorník","","19","kaprové","SevernĂ­ Morava a Slezsko"
"2117","471032","JIČÍNKA 1 A","Nový Jičín","","6","kaprové","SevernĂ­ Morava a Slezsko"
"57601","471223","JIČÍNKA 3 A","Nový Jičín","","1","kaprové","SevernĂ­ Morava a Slezsko"
"57593","471213","JORDÁN 1 A","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2118","471033","JUHYNĚ 1 A","Kelč","","6","kaprové","SevernĂ­ Morava a Slezsko"
"2254","471177","KATEŘINA 1 A","Karviná","","5","kaprové","SevernĂ­ Morava a Slezsko"
"57594","471214","KOZINEC 1 A","Karviná","","28","kaprové","SevernĂ­ Morava a Slezsko"
"57606","471229","KRČMAŇ 1 A","Brodek u Přerova","","16","kaprové","SevernĂ­ Morava a Slezsko"
"2119","471034","LAČNOVSKÝ POTOK 1 A","Vsetín","6","14","kaprové","SevernĂ­ Morava a Slezsko"
"2233","471152","LOM VÝKLEKY 1 A","Lipník nad Bečvou","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2122","471037","LUBINA 1","Jistebník","8","13","kaprové","SevernĂ­ Morava a Slezsko"
"2123","471038","LUBINA 2","Příbor","5","5","kaprové","SevernĂ­ Morava a Slezsko"
"2124","471039","LUBINA 2 A","Příbor","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2125","471040","LUBINA 4 A","Frenątát pod Radhoątěm","","20","kaprové","SevernĂ­ Morava a Slezsko"
"2145","471185","LUBINA 4 B","Frenątát pod Radhoątěm","","1","kaprové","SevernĂ­ Morava a Slezsko"
"57602","471224","LUBLICE 1 A","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2126","471041","LUČINA 1","Ostrava","16","17","kaprové","SevernĂ­ Morava a Slezsko"
"2127","471042","LUČINA 1 A","Ostrava","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2128","471043","LUČINA 2 A","Lučina","","248","kaprové","SevernĂ­ Morava a Slezsko"
"2245","471167","LUKAVEC 1 A","Lipník nad Bečvou","","1","kaprové","SevernĂ­ Morava a Slezsko"
"57605","471228","LUPĚNÉ 1 A","Zábřeh na Moravě","","2","kaprové","SevernĂ­ Morava a Slezsko"
"11418","471207","LÝSKY 1 A","Přerov","","9","kaprové","SevernĂ­ Morava a Slezsko"
"2237","471157","MILENOVEC 1 A","Milenov","4","4","kaprové","SevernĂ­ Morava a Slezsko"
"2269","471194","MLÝNSKÁ STROUHA 1","Kravaře","5","1","kaprové","SevernĂ­ Morava a Slezsko"
"57608","471231","MOJMÍR 1A","Javorník","","10","kaprové","SevernĂ­ Morava a Slezsko"
"2129","471044","MORAVA 14","Tovačov","10","46","kaprové","SevernĂ­ Morava a Slezsko"
"2130","471045","MORAVA 14 A","Tovačov","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2131","471046","MORAVA 15","Tovačov","11","40","kaprové","SevernĂ­ Morava a Slezsko"
"2132","471047","MORAVA 16","Tovačov","8","27","kaprové","SevernĂ­ Morava a Slezsko"
"2133","471048","MORAVA 17 A","Tovačov","","42","kaprové","SevernĂ­ Morava a Slezsko"
"2134","471049","MORAVA 18","Olomouc","30","75","kaprové","SevernĂ­ Morava a Slezsko"
"2135","471050","MORAVA 19","Litovel","31","35","kaprové","SevernĂ­ Morava a Slezsko"
"2136","471051","MORAVA 19 A","Litovel","","101","kaprové","SevernĂ­ Morava a Slezsko"
"2268","471193","MORAVA 19 B","Litovel","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2137","471052","MORAVA 20","Mohelnice","12","9","kaprové","SevernĂ­ Morava a Slezsko"
"2138","471053","MORAVA 20 A","Mohelnice","","117","kaprové","SevernĂ­ Morava a Slezsko"
"2139","471054","MORAVA 21","Zábřeh na Moravě","17","17","kaprové","SevernĂ­ Morava a Slezsko"
"2223","471141","MORAVA 21 A","Zábřeh na Moravě","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2140","471055","MORAVA 22","©umperk","6","15","kaprové","SevernĂ­ Morava a Slezsko"
"2142","471057","MORAVA STARÁ 1 (Morávka-náhon)","Brodek u Přerova","9","11","kaprové","SevernĂ­ Morava a Slezsko"
"2143","471058","MORAVICE 1","Opava","4","7","kaprové","SevernĂ­ Morava a Slezsko"
"2144","471059","MORAVICE 3 A","Vítkov","","20","kaprové","SevernĂ­ Morava a Slezsko"
"2146","471061","MO©TĚNKA 1","Přerov","17","10","kaprové","SevernĂ­ Morava a Slezsko"
"2271","471196","MRAZNICE I","Oląovec","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2272","471197","MRAZNICE II","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2147","471062","NEMILKA 1 A","Zábřeh na Moravě","2","21","kaprové","SevernĂ­ Morava a Slezsko"
"2148","471063","ODRA 1","Bohumín","14","52","kaprové","SevernĂ­ Morava a Slezsko"
"2149","471064","ODRA 1 A","Bohumín","","100","kaprové","SevernĂ­ Morava a Slezsko"
"2249","471171","ODRA 1 B","Bohumín","","55","kaprové","SevernĂ­ Morava a Slezsko"
"2150","471065","ODRA 2","Ostrava","10","30","kaprové","SevernĂ­ Morava a Slezsko"
"2151","471066","ODRA 2 A","Ostrava","","80","kaprové","SevernĂ­ Morava a Slezsko"
"2152","471067","ODRA 3","Ostrava","13","15","kaprové","SevernĂ­ Morava a Slezsko"
"2153","471068","ODRA 3 A","Ostrava","","7","kaprové","SevernĂ­ Morava a Slezsko"
"2154","471069","ODRA 4","Jistebník","6","9","kaprové","SevernĂ­ Morava a Slezsko"
"2155","471070","ODRA 4 A","Jistebník","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2156","471071","ODRA 5","Studénka","21","23","kaprové","SevernĂ­ Morava a Slezsko"
"2157","471072","ODRA 5 A","Studénka","","8","kaprové","SevernĂ­ Morava a Slezsko"
"57596","471216","Odra 5 B","Pustějov","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2158","471073","ODRA 6","Nový Jičín","16","16","kaprové","SevernĂ­ Morava a Slezsko"
"2159","471074","ODRA 6 A","Nový Jičín","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2160","471075","ODRA 7","Vítkov","8","16","kaprové","SevernĂ­ Morava a Slezsko"
"2161","471076","OLE©NÁ 1","Paskov","5","4","kaprové","SevernĂ­ Morava a Slezsko"
"2162","471077","OLE©NÁ 2 A","Frýdek-Místek","","75","kaprové","SevernĂ­ Morava a Slezsko"
"2163","471078","OLE©NICE PŘEROVSKÁ 1","Brodek u Přerova","12","6","kaprové","SevernĂ­ Morava a Slezsko"
"2141","471056","OLOMOUCKÉ ©TĚRKOVNY 1 A","Olomouc","","20","kaprové","SevernĂ­ Morava a Slezsko"
"57595","471215","OLOMOUCKÉ ©TĚRKOVNY 1 B","Olomouc","","9","kaprové","SevernĂ­ Morava a Slezsko"
"2164","471079","OL©E 1","Bohumín","8","19","kaprové","SevernĂ­ Morava a Slezsko"
"2166","471081","OL©E 2","Karviná","13","30","kaprové","SevernĂ­ Morava a Slezsko"
"2167","471082","OL©E 2 A","Karviná","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2168","471083","OL©E 3","Karviná","9","17","kaprové","SevernĂ­ Morava a Slezsko"
"2169","471084","OL©E 3 A","Karviná","","65","kaprové","SevernĂ­ Morava a Slezsko"
"57598","471220","OL©E 3 B","Karviná","","33","kaprové","SevernĂ­ Morava a Slezsko"
"2170","471085","OL©E 4","Český Těąín","10","12","kaprové","SevernĂ­ Morava a Slezsko"
"2171","471086","OL©E 4 A","Český Těąín","","12","kaprové","SevernĂ­ Morava a Slezsko"
"2172","471087","OL©E 5","Třinec","10","8","kaprové","SevernĂ­ Morava a Slezsko"
"2260","471183","OL©E 6 A","Bystřice nad Oląí","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2173","471088","ONDŘEJNICE 1","Stará Ves nad Ondřejnicí","3","2","kaprové","SevernĂ­ Morava a Slezsko"
"2174","471089","ONDŘEJNICE 1 A","Stará Ves nad Ondřejnicí","","10","kaprové","SevernĂ­ Morava a Slezsko"
"2253","471176","ONDŘEJNICE 1 B","Stará Ves nad Ondřejnicí","","4","kaprové","SevernĂ­ Morava a Slezsko"
"57600","471222","ONDŘEJNICE 1 C","Stará Ves nad Ondřejnicí","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2175","471090","OPAVA 1","Ostrava","10","21","kaprové","SevernĂ­ Morava a Slezsko"
"2176","471091","OPAVA 2","Hlučín","12","29","kaprové","SevernĂ­ Morava a Slezsko"
"2177","471092","OPAVA 2 A","Hlučín","","135","kaprové","SevernĂ­ Morava a Slezsko"
"2266","471191","OPAVA 2 C","Hlučín","","102","kaprové","SevernĂ­ Morava a Slezsko"
"2178","471093","OPAVA 3","Kravaře","10","24","kaprové","SevernĂ­ Morava a Slezsko"
"2179","471094","OPAVA 3 A","Kravaře","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2180","471095","OPAVA 4","Opava","13","24","kaprové","SevernĂ­ Morava a Slezsko"
"2181","471096","OPAVA 4 A","Opava","","6","kaprové","SevernĂ­ Morava a Slezsko"
"2224","471142","OPAVA 4 B","Kravaře","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2182","471097","OPAVA 5","Opava","10","11","kaprové","SevernĂ­ Morava a Slezsko"
"2183","471098","OPAVA 6","Krnov","12","13","kaprové","SevernĂ­ Morava a Slezsko"
"2184","471099","OPAVA 6 A","Krnov","","2","kaprové","SevernĂ­ Morava a Slezsko"
"11420","471209","OPAVA 9 A","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2185","471100","OPAVICE 1 A","Krnov","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2186","471101","ORLOVSKÝ POTOK 1 A","Orlová","10","27","kaprové","SevernĂ­ Morava a Slezsko"
"57599","471221","ORLOVSKÝ POTOK 1B","Orlová","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2187","471102","OSKAVA 1","Olomouc","8","3","kaprové","SevernĂ­ Morava a Slezsko"
"2188","471103","OSKAVA 2","©ternberk","5","4","kaprové","SevernĂ­ Morava a Slezsko"
"2189","471104","OSKAVA 2 A","©ternberk","","11","kaprové","SevernĂ­ Morava a Slezsko"
"2190","471105","OSKAVA 3","Uničov","20","8","kaprové","SevernĂ­ Morava a Slezsko"
"2191","471106","OSKAVA 3 A","Uničov","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2258","471181","OSLAVA ©TERNBERSKÁ 1 A","©ternberk","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2192","471107","OSOBLAHA 1","Krnov","12","12","kaprové","SevernĂ­ Morava a Slezsko"
"57590","471199","OSOBLAHA 2 A","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2193","471108","OSTRAVICE 1","Ostrava","8","25","kaprové","SevernĂ­ Morava a Slezsko"
"2194","471109","OSTRAVICE 1 A","Ostrava","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2195","471111","OSTRAVICE 2 A","Paskov","","12","kaprové","SevernĂ­ Morava a Slezsko"
"2196","471112","PALAČOV 1 A","Nový Jičín","","1","kaprové","SevernĂ­ Morava a Slezsko"
"8382","471206","PELNÁŘ 1 A","Javorník","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2197","471114","PETRŮVKA 1","Karviná","14","9","kaprové","SevernĂ­ Morava a Slezsko"
"2198","471115","PETRŮVKA 1 A","Karviná","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2252","471175","PILÍK 1 A","Paskov","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2255","471178","PILÍK 1 B","Paskov","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2199","471116","PODĚBRADY 1 A","Olomouc","","28","kaprové","SevernĂ­ Morava a Slezsko"
"2235","471154","PODOLSKÝ POTOK 1 A","Rýmařov","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2201","471118","PORUBKA 1","Ostrava","18","2","kaprové","SevernĂ­ Morava a Slezsko"
"2238","471158","PORUBKA 1 A","Ostrava","","2","kaprové","SevernĂ­ Morava a Slezsko"
"8381","471203","PORUBKA 1 B","Ostrava","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2202","471119","PRUDNÍK 1","Krnov","5","2","kaprové","SevernĂ­ Morava a Slezsko"
"2203","471120","PRUDNÍK 2 A","Zlaté Hory","","5","kaprové","SevernĂ­ Morava a Slezsko"
"2256","471179","RÝMAŘOVSKÉ NÁDR®E 1 A","Rýmařov","","4","kaprové","SevernĂ­ Morava a Slezsko"
"2204","471121","SÁZAVA MORAVSKÁ 1","Zábřeh na Moravě","8","14","kaprové","SevernĂ­ Morava a Slezsko"
"2205","471122","SÁZAVA MORAVSKÁ 1 A","Zábřeh na Moravě","","6","kaprové","SevernĂ­ Morava a Slezsko"
"2206","471123","SÁZAVA MORAVSKÁ 2","Zábřeh na Moravě","6","10","kaprové","SevernĂ­ Morava a Slezsko"
"2207","471124","SEDLINKA 1 A","Opava","","8","kaprové","SevernĂ­ Morava a Slezsko"
