"id","cislo","nazev","obec","km","ha","typ","region"
"2208","471125","SEDLNIČKA 1 A","Příbor","","7","kaprové","SevernĂ­ Morava a Slezsko"
"2209","471126","SETINA 1 A","Bílovec","2","8","kaprové","SevernĂ­ Morava a Slezsko"
"2210","471127","SITKA 1","©ternberk","11","4","kaprové","SevernĂ­ Morava a Slezsko"
"2259","471182","SITKA 2 A","©ternberk","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2273","471200","SLEZSKÁ HARTA 1 A","Moravskoslezský ÚS","16","800","kaprové","SevernĂ­ Morava a Slezsko"
"2211","471128","STAŘÍČ 1 A","Jeseník","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2212","471129","STONÁVKA 1","Karviná","4","5","kaprové","SevernĂ­ Morava a Slezsko"
"2213","471130","STONÁVKA 1 A","Karviná","","22","kaprové","SevernĂ­ Morava a Slezsko"
"2214","471131","STONÁVKA 2 A","Havířov","","254","kaprové","SevernĂ­ Morava a Slezsko"
"2215","471132","STONÁVKA 3 A","Třinec","","9","kaprové","SevernĂ­ Morava a Slezsko"
"2230","471148","STŘELNICE 1 A","Jeseník","","3","kaprové","SevernĂ­ Morava a Slezsko"
"8377","471198","SVRČOV 1 A","Přerov","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2216","471134","©UMICE 1","Olomouc","5","2","kaprové","SevernĂ­ Morava a Slezsko"
"57603","471225","TATENICE 1 A","","","","kaprové","SevernĂ­ Morava a Slezsko"
"57597","471218","TĚ©ETICE","","","","kaprové","SevernĂ­ Morava a Slezsko"
"2218","471136","TŘEBŮVKA 1","Loątice","17","20","kaprové","SevernĂ­ Morava a Slezsko"
"2219","471137","TŘEBŮVKA 1 A","Loątice","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2217","471135","TRNÁVKA 1 A","Příbor","","2","kaprové","SevernĂ­ Morava a Slezsko"
"2220","471138","VALOVÁ (ROM®E) 1","Tovačov","12","3","kaprové","SevernĂ­ Morava a Slezsko"
"2221","471139","VÍTO©OVSKÝ POTOK 1 (LOUČKA)","Zábřeh na Moravě","9","2","kaprové","SevernĂ­ Morava a Slezsko"
"57607","471230","VLČICE 1 A","Javorník","","3","kaprové","SevernĂ­ Morava a Slezsko"
"2231","471149","®ELVA 1 A","Jeseník","","1","kaprové","SevernĂ­ Morava a Slezsko"
"2239","471159","®ULOVSKÉ KAMENOLOMY 1 A","Javorník","","4","kaprové","SevernĂ­ Morava a Slezsko"
"57656","461 200","BAČICKÝ POTOK","Hrotovice","","8,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57635","461 209","BALÁ© 1A","Zlín","","0,43","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1255","461 001","BALINKA 1","Velké Meziříčí","20,3","14","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"8335","461 180","BALINKA 1A","Velké Meziříčí","2,9","4,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1254","461 218","BALINKA 1B","Velké Meziříčí","","2,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1256","461 188","BÍLÝ POTOK 2A","Velká Bíteą","","1,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1257","461 004","BLATA 3","Prostějov","","11,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1258","461 005","BOBRAVA 1","Brno 1","16,0","8,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1259","461 195","BOBRAVA 2","Rosice","13,0","3,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1260","461 162","BOBRAVA 2A","Rosice","","1,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1261","461 006","BRODECKÝ POTOK 1","Němčíce nad Hanou","14,0","7,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57657","461 007","BRTNICE 1","Brtnice","20,0","8,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1262","461 008","BRTNICE 1A","Brtnice","","7,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1263","461 009","BUCHLOVICKÝ POTOK 1","Nedakonice","17,0","25,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1264","461 316","BUCHLOVICKÝ POTOK 1M","Nedakonice","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1265","461 229","BÝKOVKA 1A","Blansko","","3,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1266","461 010","BYSTŘICE PERN©TEJNSKÁ 2","Bystříce n. Pernątejnem","","27,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1267","461 011","CÉZAVA 1","Brno 5","15,0","10,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1268","461 012","CÉZAVA 1A","Brno 5","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1269","461 013","CÉZAVA 2","Slavkov","44,0","11,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1270","461 014","CÉZAVA 2A","Slavkov","","11,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1271","461 015","CÉZAVA 3A","Slavkov","","1,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1304","461 323","CHLUMSKÝ POTOK 1A","Zlín","","2,56","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1272","461 016","CIKHÁJSKÝ POTOK 1","®ďár nad Sázavou","4,0","21,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1274","461 017","DŘEVNICE 1","Zlín","15,0","17,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1275","461 018","DŘEVNICE 1A","Zlín","","6,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1292","461 030","DYJE 10","Brno 3","12,0","30,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1293","461 031","DYJE 11","Znojmo","15,0","24,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57658","461 196","DYJE 11A","Znojmo","","3,75","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57659","461 032","DYJE 15","Znojmo","34,0","537,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1294","461 033","DYJE 19","Telč","10,0","16,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1297","461 034","Dyje 19A","MO Telč","","6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57660","461 198","DYJE 19B","Telč","","17,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1295","461 219","DYJE 19C","Telč","","2,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1276","461 019","DYJE 2","Břeclav","4,8","24,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1277","461 020","DYJE 3","Břeclav","16,0","46,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1278","461 021","DYJE 3A","Břeclav","","19,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1279","461 022","DYJE 4","Podivín","4,5","17,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1280","461 023","DYJE 4A","Podivín","","28,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1463","461 158","DYJE 4B","Rakvice","6,5","40,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1464","461 159","DYJE 4C","Rakvice","","34,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1282","461 199","DYJE 4C/1","Brno 5","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1281","461 176","DYJE 4D","Lednice","3,5","41,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"8336","461 324","DYJE 4E","Zaječí","","6,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1283","461 326","DYJE 4G","Zaječí","","2,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1284","461 318","DYJE 4M","Podivín","","0,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1285","461 024","DYJE 5","MRS Brno","9,0","1600","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1286","461 025","DYJE 5A","Hustopeče","","17,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1287","461 026","Dyje 7","Mikulov","22,4","530,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1288","461 027","DYJE 7A","Mikulov","","8,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1289","461 184","DYJE 7B","Mikulov","","23,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1290","461 028","DYJE 8","Hruąovany nad Jeviąovkou","11,0","25,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1291","461 029","DYJE 9","Hruąovany nad Jeviąovkou","8,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1296","461 233","FRY©ÁVKA 1A","Nové Město na Moravě","","0,70","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57661","461 035","GRE©LOVOMÝTSKÝ POTOK 1","Mor. Budějovice","21,0","9,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"8337","461 221","HABROVANSKÝ POTOK 1A","Rajhrad","","1,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1298","461 036","HANÁ 1","Němčíce nad Hanou","15,8","4,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57662","461 165","HANÁ 1A","Němčíce nad Hanou","","2,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1299","461 206","HANÁ 1B","Němčíce nad Hanou","","2,9","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57663","461 037","HANÁ 2","Vyąkov","18,0","7,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1300","461 038","HANÁ 3","Vyąkov","","4,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1301","461 325","HERDY","Lednice","","4,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1302","461 039","HLOUČELA 1","Prostějov","3,0","60,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57664","461 041","IVANOVICKÝ POTOK 1","Brno 4","10,0","10,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1306","461 042","JANU©TICE 1A","Zlín","","5,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1307","461 043","JAROMĚŘICE 1","Moravské Budějovice","22,0","6,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1308","461 044","JAROMĚŘICE 1A","Moravské Budějovice","","2,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1309","461 230","JAROMĚŘICE 1B","Moravské Budějovice","","4,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"8338","461 320","JAROMĚŘICE 1M","Moravské Budějovice","","1,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57665","461 046","JEVI©OVKA 1A","Hruąovany nad Jeviąovkou","","7,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1311","461 047","JEVI©OVKA 2","Jeviąovice","29,0","12,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1312","461 048","JEVI©OVKA 2A","Jeviąovice","","40,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1313","461 049","JEVI©OVKA 3","Jeviąovice","6,0","14,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1314","461 232","JEVI©OVKA 3A","Jeviąovice","","1,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1310","461 045","JEVI©OVKA1","Hruąovany nad Jeviąovkou","26,0","10,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1315","461 050","JIHLAVA 1","Pohořelice","14,0","43,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1326","461 058","JIHLAVA 10","Třebíč","9,0","22,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57667","461 059","JIHLAVA 11","Třebíč","10,0","25,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1327","461 060","JIHLAVA 12","Jihlava","14,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1328","461 061","JIHLAVA 13","Jihlava","10,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1329","461 062","JIHLAVA 13A","Jihlava","","33,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1330","461 204","JIHLAVA 13B","Jihlava","","2,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1331","461 063","JIHLAVA 13C","Jihlava","","26,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1332","461 064","JIHLAVA 14","Jihlava","16,0","24,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57668","461 065","JIHLAVA 15","Batelov","24,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1333","461 066","JIHLAVA 15A","Batelov","","11,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57666","461 306","JIHLAVA 1M","Pohořelice","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1316","461 051","JIHLAVA 2","Pohořelice","8,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1317","461 052","JIHLAVA 3","Dolní Kounice","11,0","28,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1318","461 053","JIHLAVA 4","Ivančice","6,0","15,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1319","461 231","JIHLAVA 4A","Ivančice","","6,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1320","461 311","JIHLAVA 5M","Nová Ves","","0,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1321","461 054","JIHLAVA 6","Mohelno","2,0","90,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1322","461 055","JIHLAVA 6A","Mohelno","","1,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1324","461 056","JIHLAVA 7-8","Třebíč","26,0","397,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1325","461 057","JIHLAVA 9","Třebíč","14,0","34,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1334","461 067","KLIM©ÁK 1","Rájec-Jestřebí","","0,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1335","461 304","KLIM©ÁK 1M","Rájec-Jestřebí","","1,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1336","461 211","KOČKŮV RYBNÍK 1","Boskovice","","0,58","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1462","461 068","KŘETÍNKA 1","Letovice","3,0","104,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1338","461 225","KŘOVAČKA 1","Slavkov","","1,02","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1339","461 069","KYJOVKA 2","Lanľhot","5,0","2,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1340","461 166","KYJOVKA 2/1","Kostice","3,2","1,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1341","461 193","KYJOVKA 2/2","Týnec","5,3","2,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1342","461 070","KYJOVKA 2A","Lanľhot","","6,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1343","461 174","KYJOVKA 2B","Hodonín","7,0","3,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1344","461 173","KYJOVKA 2C","Kostice","","2,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"10241","461 201","KYJOVKA 2C/1","Lanľhot","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1345","461 179","KYJOVKA 2D","Tvrdonice","","7,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1346","461 194","KYJOVKA 2E","Týnec","","7,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1347","461 071","KYJOVKA 3","Kyjov","41,0","15,81","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1348","461 072","KYJOVKA 3A","Kyjov","","11,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1349","461 073","KYJOVKA 3B","®dánice","","1,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1350","461 074","KYJOVKA 4A","Osvětimany","","8,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1351","461 075","LÍ©EŇSKÁ ŘÍČKA 1","Brno 4","19,0","17,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1352","461 185","LOUČKA 1A","Dolní Loučky","","1,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1354","461 191","LOUČKA 4A","Nové Město na Moravě","","3,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1355","461 076","Lubí 1","MO Třebíč","10","5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1356","461 002","MALÁ BEČVA 1","Chropyně","10,0","10,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1357","461 003","MALÁ BEČVA 1A","Chropyně","","6,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1358","461 078","MARKOVKA 1","Třebíč","8,0","17,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1359","461 079","MOCLA 1","Hrotovice","9,0","6,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1360","461 308","MOCLA 1M","Hrotovice","","0,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1378","461 094","MORAVA 10","Uherské Hradiątě","9,0","54,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57669","461 095","MORAVA 10A","Uherské Hradiątě","","38,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1379","461 096","MORAVA 11","Uherské Hradiątě","7,0","36,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1380","461 098","MORAVA 12","Otrokovice","4,0","21,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57670","461 100","MORAVA 12A","Otrokovice","","8,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1381","461 327","MORAVA 12M","Otrokovice","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57671","461 101","MORAVA 13","Kroměříľ","20,0","82,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1382","461 102","MORAVA 13A","Kroměříľ","","114,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1383","461 224","MORAVA 13B","Kroměříľ","","1,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57672","461 103","MORAVA 13C","Kvasice","","52,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1361","461 080","MORAVA 2","Lanľhot","8,0","20,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1362","461 081","MORAVA 3","Tvrdonice","9,0","23,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1363","461 083","MORAVA 4","Hodonín","11,0","27,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1364","461 084","MORAVA 4A","Hodonín","","19,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1365","461 168","MORAVA 4B","Dubňany","","2,9","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1366","461 177","MORAVA 4C","Ratíąkovice","","4,9","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1367","461 085","MORAVA 5","Hodonín","8,0","27,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1368","461 086","MORAVA 6","Stráľnice","12,0","58,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1369","461 087","MORAVA 6A","Stráľnice","","8,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1370","461 302","MORAVA 6M","Stráľnice","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1371","461 088","MORAVA 7","Veselí nad Moravou","8,0","50,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1372","461 089","MORAVA 7A","Veselí nad Moravou","","29,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1373","461 090","MORAVA 8","Uherský Ostroh","8,0","42,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1374","461 091","MORAVA 8A","Uherský Ostroh","","6,15","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1375","461 092","MORAVA 9","Staré Město","9,0","45,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1376","461 093","MORAVA 9A","Staré Město","","11,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1377","461 099","MORAVA 9B","Kostelany nad Moravou","","6,59","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"10242","461 210","MORAVA 9C","Staré Město","","3,56","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1384","461 403","MORKŮVKY","Hustopeče","","5,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1385","461 104","MYSLŮVKA 1","Mrákotín","15,0","8,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1386","461 317","MYSLŮVKA 1M","Mrákotín","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1387","461 226","NÁVESNÍ RYBNÍK","Blansko","","1,73","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1389","461 105","OKLUKA 1","Hluk","31,0","13,55","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1390","461 186","Oleąnický potok 1A","MO Oleąnice","","9","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1391","461 106","Oląava 1","MO Kunovice","12","12","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1392","461 107","OL©AVA 1A","Kunovice","","236,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1393","461 108","OL©AVA 1B","Kunovice","","90,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1394","461 109","OL©AVA 2","Uherský Brod","27,0","16,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1395","461 110","OL©AVA 2A","Uherský Brod","","18,5","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1396","461 167","OL©AVA 3A","Bojkovice","","0,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1397","461 111","OSLAVA 1","Oslavany","11,0","10,8","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1398","461 315","OSLAVA 1M","Ivančice","","1,2","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1399","461 169","OSLAVA 2","Náměą» nad Oslavou","10,3","10,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57673","461 170","OSLAVA 3","Náměą» nad Oslavou","27,0","19,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1400","461 112","OSLAVA 4","Náměą» nad Oslavou","","7,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57674","461 303","OSLAVA 4M","Náměą» nad Oslavou","","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1401","461 161","OSLAVA 5","Velké Meziříčí","10,0","7,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1402","461 217","OSLAVA 6A","Velké Meziříčí","","5,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1403","461 113","OSLAVA 7","Velké Meziříčí","7,0","5,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57675","461 223","OSLAVA 7A","Velké Meziříčí","","3,6","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"57676","461 114","OSLAVA 8","®ďár nad Sázavou","16,1","5,7","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1404","461 205","PÁVOV 1","Jihlava","","16,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1405","461 115","PODOMSKÝ POTOK 1","Blansko","4,0","18,3","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1406","461 202","PODOMSKÝ POTOK 1A","Blansko","","0,36","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1407","461 212","PODOMSKÝ POTOK 1B","Blansko","","0,38","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1408","461 116","PRU©ÁNECKÝ POTOK 1","Velké Bílovice","11,0","52,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1409","461 117","RAKOVEC 1","Slavkov","8,6","2,0","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1410","461 118","RAKOVEC 2","Vyąkov","13,7","6,1","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1411","461 119","ROKETNICE 1","©lapanice","11,3","12,9","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
"1412","461 120","ROKYTNÁ 1","Moravský Krumlov","18,7","16,4","kaprové","MoravskĂ˝ rybĂˇĹ™skĂ˝ svaz"
